,fips,naics,employees,firms,wages
317,13000,332321,2907,53,180444773
318,13000,332322,4242,154,196693589
319,13000,332323,1035,65,51787898
320,13000,332410,1172,10,86455698
321,13000,332420,1058,27,59004928
322,13000,332431,0,5,0
323,13000,332439,0,9,0
324,13000,332510,813,26,40558779
325,13000,332613,113,5,5957023
326,13000,332618,235,13,11312115
327,13000,332710,5265,465,270430130
328,13000,332721,129,6,5055829
329,13000,332722,306,5,17792622
330,13000,332811,107,5,6194579
331,13000,332812,1116,54,52643580
332,13000,332813,738,42,33705371
333,13000,332911,226,11,36523198
334,13000,332912,0,2,0
335,13000,332913,434,5,20743150
336,13000,332919,0,7,0
337,13000,332991,1694,10,94927857
338,13000,332992,29,6,1055636
339,13000,332994,762,31,39757229
340,13000,332996,176,11,8737383
341,13000,332999,648,43,25956792
342,13000,333111,2054,47,178558130
343,13000,333112,0,6,0
344,13000,333120,3259,33,191261047
345,13000,333131,0,4,0
346,13000,333241,615,25,43596573
347,13000,333242,0,3,0
348,13000,333243,436,21,25593124
349,13000,333244,0,11,0
350,13000,333249,995,67,56756036
351,13000,333314,57,13,6214008
352,13000,333316,28,11,2941962
353,13000,333318,899,47,61419359
354,13000,333413,366,20,23987439
355,13000,333414,208,12,12468233
356,13000,333415,4648,62,269640694
357,13000,333511,263,19,12114521
358,13000,333514,545,34,26650944
359,13000,333515,177,16,10962781
360,13000,333517,391,40,23085253
361,13000,333519,44,4,3022216
362,13000,333611,0,5,0
363,13000,333612,175,5,9438734
364,13000,333613,0,4,0
365,13000,333618,827,9,45829432
366,13000,333912,116,11,9488126
367,13000,333914,757,27,46116089
368,13000,333921,0,3,0
369,13000,333922,329,22,21874759
370,13000,333923,0,8,0
371,13000,333924,1120,16,59495791
372,13000,333991,0,2,0
373,13000,333992,137,12,8096750
374,13000,333993,359,25,25481622
375,13000,333994,106,7,6660677
376,13000,333995,156,10,8447352
377,13000,333996,0,5,0
378,13000,333997,56,4,4011275
379,13000,333999,335,21,20156335
380,13000,334111,0,25,0
381,13000,334112,0,7,0
382,13000,334118,1502,23,151439455
383,13000,334210,19,10,2618635
384,13000,334220,1532,41,222653575
385,13000,334290,97,12,7193758
386,13000,334310,0,13,0
387,13000,334412,0,6,0
388,13000,334413,117,22,22613139
389,13000,334416,206,6,12806921
390,13000,334417,0,5,0
391,13000,334418,321,13,15017573
392,13000,334419,558,25,22885374
393,13000,334510,447,41,33053285
394,13000,334511,204,11,21765061
395,13000,334512,523,14,45100368
396,13000,334513,1858,41,107771638
397,13000,334514,125,6,7115792
398,13000,334515,194,23,21536111
399,13000,334516,0,13,0
400,13000,334517,0,10,0
401,13000,334519,214,21,16210750
402,13000,334613,0,3,0
403,13000,334614,14,13,1638187
404,13000,335110,0,4,0
405,13000,335121,80,6,5135675
406,13000,335122,2212,29,214130944
407,13000,335129,0,3,0
408,13000,335210,14,7,2139672
409,13000,335220,2192,12,101264109
410,13000,335311,2129,43,216591013
411,13000,335312,1368,22,96248707
412,13000,335313,976,29,65951941
413,13000,335314,624,14,45237829
414,13000,335911,0,19,0
415,13000,335912,0,4,0
416,13000,335921,0,8,0
417,13000,335929,0,5,0
418,13000,335931,0,10,0
419,13000,335932,0,3,0
420,13000,335999,152,19,9337041
421,13000,336111,3289,18,208188384
422,13000,336112,0,2,0
423,13000,336120,0,1,0
424,13000,336211,3360,33,169006926
425,13000,336212,2396,17,111662794
426,13000,336214,1665,38,53285318
427,13000,336310,1197,22,74723995
428,13000,336320,885,27,81861423
429,13000,336330,1033,9,48142224
430,13000,336340,2007,7,89113465
431,13000,336350,1501,18,91585770
432,13000,336360,1654,19,71595925
433,13000,336370,3723,17,178938601
434,13000,336390,4542,44,234583419
435,13000,336411,15694,64,1703265205
436,13000,336412,3066,12,207387818
437,13000,336413,1894,23,116808324
438,13000,336414,0,1,0
439,13000,336415,0,5,0
440,13000,336510,472,7,25590723
441,13000,336611,68,5,4438438
442,13000,336612,1572,17,65770587
443,13000,336991,0,12,0
444,13000,336992,0,1,0
445,13000,336999,3781,26,231724956
446,13000,337110,3651,282,140844702
447,13000,337121,493,12,18465636
448,13000,337122,433,56,14573757
449,13000,337124,267,15,14074938
450,13000,337125,12,3,359074
451,13000,337127,706,22,23405599
452,13000,337211,472,14,25380131
453,13000,337212,644,59,29670854
454,13000,337214,902,10,42412429
455,13000,337215,2171,45,107103857
456,13000,337910,1180,16,50193643
457,13000,337920,281,6,18097403
458,13000,339112,1386,57,130169993
459,13000,339113,2538,66,172921538
460,13000,339114,100,20,5714590
461,13000,339115,1033,20,75495805
462,13000,339116,1387,208,58889797
463,13000,339910,56,29,1706115
464,13000,339920,865,43,38074603
465,13000,339930,452,22,36973083
466,13000,339940,412,9,16815289
467,13000,339950,2338,240,106920019
468,13000,339991,291,12,15316852
469,13000,339992,42,14,1433281
470,13000,339993,0,3,0
471,13000,339994,60,8,4535919
472,13000,339995,0,4,0
473,13000,339999,820,66,43768529
474,13000,423110,4489,180,350777598
475,13000,423120,5015,335,290143306
476,13000,423130,1535,73,93002224
477,13000,423140,370,44,14789318
478,13000,423210,1917,192,122956043
479,13000,423220,6491,291,344777867
480,13000,423310,5913,253,420566092
481,13000,423320,2101,193,124102624
482,13000,423330,1415,86,107376320
483,13000,423390,824,67,44024517
484,13000,423410,375,31,26183420
485,13000,423420,1531,105,99626078
486,13000,423430,10994,441,1383001679
487,13000,423440,1672,148,96484271
488,13000,423450,8690,479,829259568
489,13000,423460,416,48,28065341
490,13000,423490,1207,89,93669264
491,13000,423510,3801,203,255988735
492,13000,423520,5,4,619304
493,13000,423610,6977,432,650121530
494,13000,423620,1233,93,99784626
495,13000,423690,3485,300,360233239
496,13000,423710,2869,194,177067151
497,13000,423720,3384,220,243667915
498,13000,423730,2107,177,168068929
499,13000,423740,1166,31,70106106
500,13000,423810,2563,144,199670754
501,13000,423820,3395,207,180455956
502,13000,423830,12109,800,908509382
503,13000,423840,3274,343,245932837
504,13000,423850,1671,170,83362677
505,13000,423860,927,99,71584303
506,13000,423910,1473,120,75074336
507,13000,423920,318,42,18409552
508,13000,423930,4434,317,272044629
509,13000,423940,777,179,35362782
510,13000,423990,1888,235,97239344
511,13000,424110,102,17,7772296
512,13000,424120,2184,116,98138891
513,13000,424130,2058,135,164586206
514,13000,424210,5829,303,721729095
515,13000,424310,697,92,37601156
516,13000,424320,880,69,29240595
517,13000,424330,3401,135,156962185
518,13000,424340,115,29,6328148
519,13000,424410,8056,164,475676145
520,13000,424420,1345,47,91470731
521,13000,424430,1089,46,55810177
522,13000,424440,984,28,37507573
523,13000,424450,1470,75,79366805
524,13000,424460,801,31,35683374
525,13000,424470,1668,55,92378884
526,13000,424480,2250,109,108429248
527,13000,424490,6583,269,383803537
528,13000,424510,123,15,6245269
529,13000,424520,214,22,3734466
530,13000,424590,1141,51,59380159
531,13000,424610,836,92,63481949
532,13000,424690,4469,335,369893148
533,13000,424710,799,73,58947036
534,13000,424720,1829,156,119376952
535,13000,424810,2109,44,108303365
536,13000,424820,4111,96,305413372
537,13000,424910,2906,318,172134252
538,13000,424920,1478,55,57317996
539,13000,424930,1379,114,52291826
540,13000,424940,747,24,38160204
541,13000,424950,797,61,57860484
542,13000,424990,1575,195,75251092
543,13000,425110,2248,199,140494718
544,13000,425120,35763,10081,3495331829
545,13000,441110,33011,522,1961079835
546,13000,441120,7692,906,405735004
547,13000,441210,1121,50,57896647
548,13000,441222,733,79,37185851
549,13000,441228,2011,189,86701668
550,13000,441310,15734,1322,520406025
551,13000,441320,6317,807,259403526
552,13000,442110,7398,899,320716384
553,13000,442210,4000,273,285164355
554,13000,442291,158,40,6229358
555,13000,442299,5718,401,121803815
556,13000,443141,645,118,25920806
557,13000,443142,16844,1209,998935773
558,13000,444110,25069,263,708763657
559,13000,444120,973,161,43183526
560,13000,444130,4015,375,114959401
561,13000,444190,6321,475,346334578
562,13000,444210,849,131,29233318
563,13000,444220,3741,298,102860167
564,13000,445110,80434,1580,1829067600
565,13000,445120,3158,1280,69930769
566,13000,445210,1135,131,24835707
567,13000,445220,325,70,9547447
568,13000,445230,1634,81,50159418
569,13000,445291,358,47,13250365
570,13000,445292,485,46,12746030
571,13000,445299,736,109,14688903
572,13000,445310,4085,927,95629104
573,13000,446110,19924,2050,817969169
574,13000,446120,5455,641,106806374
575,13000,446130,3943,320,153815000
576,13000,446191,1155,269,25635682
577,13000,446199,1221,203,63146556
578,13000,447110,26999,4425,645286232
579,13000,447190,2849,225,70023557
580,13000,448110,1712,204,50163545
581,13000,448120,9329,960,152886840
582,13000,448130,1693,191,28359270
583,13000,448140,12961,646,239182704
584,13000,448150,1630,201,33574858
585,13000,448190,3393,301,65616322
586,13000,448210,6347,569,111552295
587,13000,448310,3383,539,115213845
588,13000,448320,181,31,6048988
589,13000,451110,7225,577,179307566
590,13000,451120,4447,318,81618980
591,13000,451130,869,99,15946992
592,13000,451140,875,114,25074638
593,13000,451211,2131,173,42353659
594,13000,451212,189,24,5139210
595,13000,452210,32754,444,710188211
596,13000,452311,0,240,0
597,13000,452319,0,1922,0
598,13000,453110,1192,330,25621649
599,13000,453210,4046,212,183815237
600,13000,453220,3838,508,101626272
601,13000,453310,4484,500,88048236
602,13000,453910,3809,194,90250826
603,13000,453920,246,88,7729293
604,13000,453930,250,63,11761389
605,13000,453991,770,174,17106778
606,13000,453998,3142,561,83464912
607,13000,454110,9148,686,385980591
608,13000,454210,1504,107,56490036
609,13000,454310,1588,210,71781676
610,13000,454390,1603,302,89833895
611,13000,481111,40304,43,4624799897
612,13000,481112,231,23,18201635
613,13000,481211,773,66,67477887
614,13000,481212,77,16,3585015
615,13000,481219,41,12,3023568
616,13000,482111,0,3,0
617,13000,482112,0,2,0
618,13000,483111,165,20,11892599
619,13000,483112,13,4,1682793
620,13000,483113,45,6,2581125
621,13000,483114,46,5,1665788
622,13000,483211,0,3,0
623,13000,483212,0,1,0
624,13000,484110,4367,563,192235757
625,13000,484121,20898,1315,1030440426
626,13000,484122,15274,409,883138733
627,13000,484210,3026,245,104268688
628,13000,484220,4779,658,233227217
629,13000,484230,5635,414,290917733
630,13000,485111,0,5,0
631,13000,485112,0,1,0
632,13000,485113,1096,18,38762849
633,13000,485119,141,3,8651380
634,13000,485210,0,8,0
635,13000,485310,252,58,8327641
636,13000,485320,684,69,14629656
637,13000,485410,0,43,0
638,13000,485510,653,35,24225485
639,13000,485991,1967,106,76223153
640,13000,485999,794,41,17396137
641,13000,486110,0,8,0
642,13000,486210,0,20,0
643,13000,486910,0,22,0
644,13000,486990,0,1,0
645,13000,487110,287,16,6681389
646,13000,487210,108,14,2903085
647,13000,487990,38,5,917825
648,13000,488111,4409,178,224827255
649,13000,488119,0,46,0
650,13000,488190,2367,168,142404575
651,13000,488210,1435,32,67828831
652,13000,488310,52,5,2361774
653,13000,488320,4404,19,176366727
654,13000,488330,227,14,15434841
655,13000,488390,117,7,8396062
656,13000,488410,1620,262,72615515
657,13000,488490,1819,89,74244313
658,13000,488510,11764,850,708713564
659,13000,488991,449,42,17419212
660,13000,488999,664,34,29941854
661,13000,491110,17257,676,1051757536
662,13000,492110,22813,304,1023350409
663,13000,492210,1694,185,59590637
664,13000,493110,44959,592,1825695211
665,13000,493120,4509,64,220543526
666,13000,493130,966,47,37465387
667,13000,493190,1437,144,89890891
668,13000,511110,4467,211,382754137
669,13000,511120,1644,228,143156354
670,13000,511130,728,78,63329092
671,13000,511140,281,35,20646995
672,13000,511199,72,11,5034901
673,13000,511210,16931,945,2002186762
674,13000,512110,14623,508,969843624
675,13000,512120,13,12,1539629
676,13000,512131,4076,122,62300471
677,13000,512132,44,4,369959
678,13000,512191,241,69,16201532
679,13000,512199,69,19,5768748
680,13000,512230,16,15,2083685
681,13000,512240,181,59,7054706
682,13000,512250,80,28,5189699
683,13000,512290,87,12,4770929
684,13000,515111,758,53,55714873
685,13000,515112,1196,88,60702546
686,13000,515120,9609,96,1099389579
687,13000,515210,1358,21,145026544
688,13000,517311,29233,645,2919536490
689,13000,517312,5844,171,526279985
690,13000,517410,59,15,5926107
691,13000,517911,2831,223,215866252
692,13000,517919,2452,82,354447013
693,13000,518210,12664,761,1501431335
694,13000,519110,68,12,5567403
695,13000,519120,2744,154,78183413
696,13000,519130,4312,518,434566279
697,13000,519190,132,62,12627267
698,13000,521110,0,9,0
699,13000,522110,35699,2254,3172255111
700,13000,522120,1208,60,109842739
701,13000,522130,5416,272,294089043
702,13000,522190,395,39,24763144
703,13000,522210,769,22,104215505
704,13000,522220,2801,240,223621590
705,13000,522291,4331,766,272349561
706,13000,522292,5567,499,594394025
707,13000,522293,12,10,739142
708,13000,522294,100,7,14520305
709,13000,522298,4371,763,301712306
710,13000,522310,2047,281,243393726
711,13000,522320,10770,288,1044512835
712,13000,522390,953,160,47780413
713,13000,523110,2757,197,769731030
714,13000,523120,4319,842,790201295
715,13000,523130,63,15,3121323
716,13000,523140,0,18,0
717,13000,523210,0,2,0
718,13000,523910,523,160,75437121
719,13000,523920,2575,508,458231968
720,13000,523930,4240,1028,671652092
721,13000,523991,540,45,64400038
722,13000,523999,1012,35,225978777
723,13000,524113,7122,157,654633322
724,13000,524114,2792,65,201273158
725,13000,524126,19980,501,1404651796
726,13000,524127,919,36,97752275
727,13000,524128,786,26,81756962
728,13000,524130,1323,33,100530116
729,13000,524210,33777,4478,2847857772
730,13000,524291,3114,224,234326091
731,13000,524292,5082,225,381318083
732,13000,524298,2027,243,200990386
733,13000,525110,0,10,0
734,13000,525120,42,11,3031549
735,13000,525190,0,8,0
736,13000,525910,0,9,0
737,13000,525920,32,24,1933744
738,13000,525990,287,38,55882982
739,13000,531110,10307,1399,499380046
740,13000,531120,6498,791,437922653
741,13000,531130,1852,506,74130559
742,13000,531190,704,191,32332395
743,13000,531210,10743,4424,843927037
744,13000,531311,10336,1180,501729674
745,13000,531312,5001,598,497621133
746,13000,531320,942,485,50928880
747,13000,531390,1802,339,170827599
748,13000,532111,4155,372,147842261
749,13000,532112,385,15,35083706
750,13000,532120,4967,248,249605868
751,13000,532210,1463,117,98835520
752,13000,532281,370,29,7844346
753,13000,532282,75,16,2909531
754,13000,532283,1604,120,77505472
755,13000,532284,103,17,2856665
756,13000,532289,1488,184,50236298
757,13000,532310,999,88,57162458
758,13000,532411,29,12,2572569
759,13000,532412,1690,119,121815746
760,13000,532420,439,37,34844493
761,13000,532490,2041,236,117524446
762,13000,533110,919,133,85196005
763,13000,541110,31486,5805,2747277550
764,13000,541191,658,140,35642766
765,13000,541199,561,130,34018791
766,13000,541211,17200,1751,1658498052
767,13000,541213,3102,1021,110607813
768,13000,541214,7331,174,584924464
769,13000,541219,8995,1575,532487932
770,13000,541310,5285,607,475923860
771,13000,541320,901,205,51828215
772,13000,541330,31040,2404,2835698931
773,13000,541340,255,89,14575297
774,13000,541350,651,191,31106857
775,13000,541360,174,34,8211143
776,13000,541370,1680,306,83224524
777,13000,541380,2671,226,182620267
778,13000,541410,2039,530,121422626
779,13000,541420,119,36,8469241
780,13000,541430,2395,603,148011235
781,13000,541490,376,73,20905169
782,13000,541511,29065,3393,3048020161
783,13000,541512,31793,4837,3298186428
784,13000,541513,6560,255,511017482
785,13000,541519,3773,470,340258326
786,13000,541611,21691,3330,2536288493
787,13000,541612,3101,464,305190202
788,13000,541613,9497,1761,615958324
789,13000,541614,3160,566,253354919
790,13000,541618,3286,447,225001109
791,13000,541620,1938,290,151895951
792,13000,541690,2690,628,251672334
793,13000,541713,188,17,20935902
794,13000,541714,1321,159,128872859
795,13000,541715,3851,274,419307706
796,13000,541720,710,73,43331702
797,13000,541810,7084,534,740089947
798,13000,541820,1216,332,100846261
799,13000,541830,322,41,32689369
800,13000,541840,1051,141,91476499
801,13000,541850,3453,144,272439064
802,13000,541860,942,96,54499366
803,13000,541870,295,39,12185015
804,13000,541890,2738,300,98307972
805,13000,541910,1856,212,131024798
806,13000,541921,1347,287,37677184
807,13000,541922,276,111,15432322
808,13000,541930,1103,124,67498857
809,13000,541940,12337,918,437790360
810,13000,541990,3579,465,235898101
811,13000,551111,1396,81,162752067
812,13000,551112,2706,212,330644627
813,13000,551114,69270,1220,8215432220
814,13000,561110,15167,1282,1119331307
815,13000,561210,8356,195,341586118
816,13000,561311,12146,752,586162432
817,13000,561312,1747,237,150603757
818,13000,561320,125177,2570,4051485848
819,13000,561330,27389,851,1088814576
820,13000,561410,1355,192,53526311
821,13000,561421,1809,83,66086623
822,13000,561422,10562,193,285891645
823,13000,561431,972,199,23058910
824,13000,561439,3915,343,209221851
825,13000,561440,4911,189,290846335
826,13000,561450,4109,49,593009560
827,13000,561491,401,37,15957939
828,13000,561492,480,128,25181836
829,13000,561499,1769,192,150958931
830,13000,561510,3213,322,249119466
831,13000,561520,518,74,23223288
832,13000,561591,517,82,23689202
833,13000,561599,836,83,45649732
834,13000,561611,1202,166,54928778
835,13000,561612,22821,372,507271284
836,13000,561613,974,20,37190492
837,13000,561621,4093,277,275884273
838,13000,561622,633,114,34463931
839,13000,561710,7591,633,378121785
840,13000,561720,28831,2046,628029476
841,13000,561730,23384,2947,900926710
842,13000,561740,1279,218,47801252
843,13000,561790,3212,392,113255487
844,13000,561910,1119,65,51098224
845,13000,561920,2578,250,156339228
846,13000,561990,5029,352,184545841
847,13000,562111,5168,296,247622695
848,13000,562112,141,10,7206061
849,13000,562119,383,37,18988375
850,13000,562211,110,21,7199935
851,13000,562212,818,68,54208213
852,13000,562213,77,3,2296020
853,13000,562219,241,17,14186597
854,13000,562910,1556,155,79622510
855,13000,562920,728,28,39942751
856,13000,562991,627,91,26478362
857,13000,562998,598,50,32201941
858,13000,611110,272787,3253,11384809589
859,13000,611210,11323,87,410881030
