,fips,naics,employees,firms,wages
860,13000,611310,83769,269,5672992426
861,13000,611410,144,8,5001666
862,13000,611420,700,128,66630561
863,13000,611430,1045,291,83574970
864,13000,611511,368,28,13312709
865,13000,611512,933,40,56703536
866,13000,611513,330,29,13767061
867,13000,611519,2257,194,150552233
868,13000,611610,1805,348,32185582
869,13000,611620,3445,550,69122306
870,13000,611630,651,52,18705424
871,13000,611691,2833,363,63319181
872,13000,611692,405,62,8452237
873,13000,611699,806,126,23522617
874,13000,611710,2771,398,130874392
875,13000,621111,88936,6800,7248572872
876,13000,621112,1627,335,99652665
877,13000,621210,27802,3492,1490255571
878,13000,621310,3808,1139,132071153
879,13000,621320,3844,537,162203806
880,13000,621330,1770,662,65312120
881,13000,621340,9217,918,432143535
882,13000,621391,1008,172,52445667
883,13000,621399,4651,508,265812617
884,13000,621410,312,38,10214047
885,13000,621420,7426,511,270907518
886,13000,621491,3666,87,441641317
887,13000,621492,5946,377,321476991
888,13000,621493,2646,170,161658602
889,13000,621498,2361,327,132525229
890,13000,621511,5656,777,336290290
891,13000,621512,1260,167,72948932
892,13000,621610,26496,1143,906040313
893,13000,621910,6197,169,234844505
894,13000,621991,1602,53,77903878
895,13000,621999,1645,183,83810684
896,13000,622110,177998,371,10419650513
897,13000,622210,7392,77,343446978
898,13000,622310,5236,37,303945303
899,13000,623110,33773,452,1082550667
900,13000,623210,1302,96,30034237
901,13000,623220,3410,190,123724984
902,13000,623311,6770,141,173948732
903,13000,623312,12142,491,290551629
904,13000,623990,4368,204,140948297
905,13000,624110,3805,240,133077094
906,13000,624120,16382,1721,341157549
907,13000,624190,7742,982,264481733
908,13000,624210,640,50,21278166
909,13000,624221,1386,90,38926633
910,13000,624229,319,48,14074466
911,13000,624230,1252,76,81343004
912,13000,624310,5912,286,146149860
913,13000,624410,33652,2267,709881272
914,13000,711110,1282,54,30746943
915,13000,711120,147,11,5459554
916,13000,711130,648,130,46718886
917,13000,711190,192,15,13148226
918,13000,711211,2113,57,438496283
919,13000,711212,269,14,8012284
920,13000,711219,358,72,13641893
921,13000,711310,4026,61,218000455
922,13000,711320,1167,103,41611474
923,13000,711410,407,115,34975789
924,13000,711510,1261,616,111258348
925,13000,712110,1204,83,35210335
926,13000,712120,138,14,5085863
927,13000,712130,1450,17,47522491
928,13000,712190,1017,40,44678582
929,13000,713110,3393,29,59286993
930,13000,713120,681,50,13443402
931,13000,713210,0,1,0
932,13000,713290,3,24,48324
933,13000,713910,11628,287,308805973
934,13000,713930,747,68,22218166
935,13000,713940,13261,1116,224246125
936,13000,713950,2432,72,41653389
937,13000,713990,6558,602,148298410
938,13000,721110,44107,2012,1178870447
939,13000,721120,0,6,0
940,13000,721191,0,65,0
941,13000,721199,1398,65,37450169
942,13000,721211,274,51,6029137
943,13000,721214,576,46,18279016
944,13000,721310,332,35,8017544
945,13000,722310,14244,561,389570146
946,13000,722320,4024,314,102075011
947,13000,722330,164,46,2389610
948,13000,722410,5697,443,113970710
949,13000,722511,172597,7237,3412925904
950,13000,722513,167444,8242,2460108346
951,13000,722514,5043,325,84223953
952,13000,722515,17827,1240,348133662
953,13000,811111,10122,2071,434807458
954,13000,811112,195,61,6438326
955,13000,811113,492,132,19811433
956,13000,811118,633,158,25893453
957,13000,811121,7801,944,396769672
958,13000,811122,839,136,34805893
959,13000,811191,2343,296,74302844
960,13000,811192,6189,496,129295804
961,13000,811198,595,137,21487788
962,13000,811211,454,67,14134562
963,13000,811212,1853,258,117117148
964,13000,811213,374,51,16040916
965,13000,811219,1015,157,75409066
966,13000,811310,5403,756,291695748
967,13000,811411,120,41,4080679
968,13000,811412,426,139,15727151
969,13000,811420,452,124,16842303
970,13000,811430,48,34,1057041
971,13000,811490,785,258,27672049
972,13000,812111,793,140,21539138
973,13000,812112,10069,2044,269243892
974,13000,812113,987,512,23732643
975,13000,812191,710,107,15121327
976,13000,812199,3102,537,69666958
977,13000,812210,3150,411,99409912
978,13000,812220,791,101,34324342
979,13000,812310,721,210,17033900
980,13000,812320,4293,756,87428303
981,13000,812331,1812,36,62978260
982,13000,812332,1751,47,87558919
983,13000,812910,3277,498,69249700
984,13000,812921,112,14,5184418
985,13000,812922,25,8,582195
986,13000,812930,4917,141,124631980
987,13000,812990,2318,478,78835365
988,13000,813110,2543,244,89344064
989,13000,813211,1122,125,59219326
990,13000,813212,1472,89,104402858
991,13000,813219,397,43,22329598
992,13000,813311,1299,117,45472625
993,13000,813312,837,114,33868100
994,13000,813319,1988,269,60826756
995,13000,813410,8587,377,146104485
996,13000,813910,3410,591,234193578
997,13000,813920,1375,174,107973270
998,13000,813930,1346,201,53397510
999,13000,813940,242,49,11343992
1000,13000,813990,1897,161,90672558
1001,13000,814110,3528,3184,109554790
1002,13000,921110,970,29,54558972
1003,13000,921120,0,7,0
1004,13000,921130,6353,52,473729409
1005,13000,921140,122270,674,5107586205
1006,13000,921190,8780,216,501002357
1007,13000,922110,1714,117,137936621
1008,13000,922120,5895,152,488694887
1009,13000,922130,2108,140,128545947
1010,13000,922140,11820,131,483114236
1011,13000,922150,2125,104,92076914
1012,13000,922160,0,2,0
1013,13000,922190,1081,38,91378194
1014,13000,923110,3537,63,210834475
1015,13000,923120,15563,162,1247039623
1016,13000,923130,2185,64,196012336
1017,13000,923140,215,48,11665805
1018,13000,924110,1711,24,145995264
1019,13000,924120,5183,469,240454504
1020,13000,925110,2403,143,142569011
1021,13000,925120,1499,66,82284780
1022,13000,926110,1043,104,70056684
1023,13000,926120,6340,87,584300882
1024,13000,926130,597,14,54859564
1025,13000,926140,2094,185,135733596
1026,13000,926150,670,58,67770589
1027,13000,928110,27057,83,1985176796
1028,13000,928120,281,6,27692500
1029,13000,999999,13993,19181,931859517
