the_geom,cartodb_id,county,economic_region,wia_region
0106000020E61000000100000001030000000100000021000000C45565DF15D554C0D3BD4EEACB0C4040020D36751ED354C035CD3B4ED1094040F4DC425722D354C0B9E00CFE7E05404098A0866F61D154C0931ADA006CF43F40CD052E8F35D054C0FC95CE8767F13F404F3FA88B14CF54C0CB9F6F0B96F23F40E42F2DEA93CE54C047A8195245ED3F409E280989B4CD54C09D2CB5DE6FEC3F401B800D8810CD54C023473A0323E73F40A986FD9E58BC54C0AFCC5B751D0E4040EE93A30051BD54C0C6353E93FD0F40404704E3E0D2BC54C02176A6D07911404047E350BF0BBC54C09488F02F82124040EE7893DFA2BB54C01825E82FF410404078EFA83121B754C06C7A50508A1840407937161406B854C08201840F25184040605969520AB854C0F05014E8131940405874EB353DB954C08B19E1ED41184040A6B73F170DB954C02A37514B73174040B134F0A31ABF54C09C887E6DFD1240408177F2E9B1C254C0931804560E1F40404E098849B8C154C0DC10E335AF204040BB2A508BC1C354C0E8F527F1B9234040BBECD79DEEC854C0E2ADF36F9735404001BD70E7C2CA54C0CBF78C4468384040826F9A3E3BD354C022C50089262A40400588821953D254C05308E41247284040C33F6CE9D1D554C00FB6D8EDB322404020B8CA1308D854C024D3A1D3F31E4040CB68E4F38AD254C0CA4FAA7D3A1640406B9DB81CAFD454C03E4162BB7B124040FC00A43671D354C078B7B244670F4040C45565DF15D554C0D3BD4EEACB0C4040,45,Dodge,9,16
0106000020E61000000100000001030000000100000013000000C899266C3FFD54C083BC1E4C8A034040B05582C5E1E654C05F7F129F3B0340408B4F01309EE654C0C616821C940E4040BB2BBB6070E654C00E68E90AB61D40407D78962023E754C05A457F68E61D40400CB1FA230CE754C0F78F85E810204040EFE4D3635BE654C0658A39083A20404071E7C2482FE654C077103B53E8244040AB5E7EA7C9E754C0C85F5AD427254040A7B1BD16F4F554C0FF1F274C18254040B6BC72BD6DF954C0C648F608352540403C32569BFFF954C09B374E0AF322404093020B60CAFD54C02DEBFEB1101F4040F5D555815A0155C05227A089B0174040494C50C3B70255C0D68D7747C61640407D93A641D10155C0C3802557B11240408CBB41B456FE54C0CA3505323B0B40400B0A83328DFE54C0226C787AA5084040C899266C3FFD54C083BC1E4C8A034040,46,Dooly,8,15
0106000020E61000000100000001030000000100000016000000795BE9B5D92455C08236397CD2DF4040D68BA19C682755C005BF0D315EE740402B685A62652D55C0F816D68D77E74040A1A17F828B2D55C0A81E69705BE540408C3045B9343855C094A3005130E340405AF2785A7E3955C0460BD0B69AE34040172AFF5A5E3955C0F660527C7CDE40405B07077B133A55C0C11F7EFE7BDE404095B1A19BFD3955C0F19F6EA0C0DB404020459DB9873955C0AC8F87BEBBDB4040F279C5538F3955C04E92AE997CC94040C87553CA6B3555C0D8D0CDFE40C940404D4BAC8C463555C0EA211ADD41CA40407E68E6C9353455C0F9F719170ECA4040A452EC681C3455C0E38BF67821C940408B170B43E42F55C0C1E44691B5D04040A6D425E3182F55C0B3EDB43522D04040A986FD9E582D55C0452A8C2D04D34040B247A819522A55C05C02F04FA9D44040D046AE9B522955C07E384888F2D74040E0490B97552655C0CF6A813D26DC4040795BE9B5D92455C08236397CD2DF4040,48,Douglas,3,7
0106000020E61000000100000001030000000100000027000000A42E19C7484555C01327F73B14553F40E0D8B3E7324555C01EE0490B974D3F402C616D8C9D4655C0C6C210397D453F4036A968ACFD4555C0609335EA213A3F40DCF0BBE9964655C0ACAA97DF69323F4045D95BCAF94555C0B3D0CE69162C3F4020D4450A654455C0FCD98F1491293F402BB98AC56F4255C026C808A870203F400C022B87164155C0811DFF0582143F40F0FD0DDAAB3A55C0B5A2CD716E133F40993FA6B5693A55C09BC0745AB7413F4014967840D92F55C012A0A696AD413F40AB9509BFD42F55C0EACE13CFD9423F4049A12C7C7D2E55C0516B9A779C423F4066A032FE7D2E55C0747CB43863403F4010CD3CB9A62C55C0A8DE1AD82A413F40800F5EBBB42C55C068AA27F38F423F4049809A5AB62B55C0153944DC9C423F40BA44F5D6C02B55C0F255F2B1BB403F403DB7D095082B55C03FBFEFDFBC403F407764AC36FF2A55C0EDF5EE8FF7423F4095D39E92732855C0833463D174423F4085285FD0422855C0F03499F1B66E3F4075B169A5103255C07C8159A1486F3F4026C808A8703355C0CC1E680586783F40205F4205873255C0C78157CB9D793F409AB33EE5983255C0FF942A51F6823F40FEB627486C3355C05AB05417F0823F4065666666663355C0895759DB147F3F40CA6C9049463455C0D70FB1C1C27D3F40761A69A9BC3455C0E4D6A4DB12813F40E8BE9CD9AE3C55C0051E1840F8803F406A12BC218D4155C0111B2C9CA47D3F40003961C2684155C074D4D17135863F403A1C5DA5BB4255C0D8D7BAD408853F40E5CC76853E4455C003CAA65CE1793F4057276728EE4355C06C5CFFAECF703F40197442E8A04555C074C8CD70035E3F40A42E19C7484555C01327F73B14553F40,49,Early,10,17
0106000020E61000000100000001030000000100000015000000FB75A73B4FA554C0BA61DBA2CC963E404D49D6E1E8A454C0EFDDE68D93A63E4078EDD286C3A554C0EE43DE72F5B33E40FFE21934F4AB54C04224438EADBB3E40C0B0FCF9B6B054C021037976F9BA3E403D62F4DC42B254C03FA20914B1BC3E409C6ED921FEB454C05D34643C4AC93E408A20CEC309B554C08EE89E758DCE3E40A54FABE80FB654C05BAB3DEC85D63E40111956F146BE54C0556B6116DADD3E40C471E0D572C154C06DDDCD531DDA3E40545227A089C554C04CA4349BC7D93E4087C3D2C08FC554C0A017EE5C18D53E4014CC988235C654C0F758FAD005D53E40EB724A404CC654C0342F87DD77CC3E40FA0E7EE200C854C00DE02D90A0CC3E407FDE54A4C2C854C0DEFDF15EB5C23E40C0E95DBC1FC854C0B9BC395CABB53E404B2366F679C854C0BB77D498109F3E40868F882991AC54C07C60C77F81983E40FB75A73B4FA554C0BA61DBA2CC963E40,50,Echols,11,18
0106000020E610000001000000010300000001000000200000000070ECD9734954C09A3E3BE0BA1C4040568330B77B4954C06747AAEFFC2040404F029B73F04754C0EEB3CA4C69234040916456EF704854C07F6ABC74932A40408F2E36AD144954C0CEC0C8CB9A2C40405BED612F144A54C01E4FCB0F5C2B404040F7E5CC764B54C0CB85CABF962F40403694DA8B684B54C02E7590D78331404050DF32A7CB4C54C0D960E124CD354040315F5E807D4C54C082E673EE763B40402BBAF59A1E4F54C05FD218ADA342404004AC55BB265154C01A14CD03584440402EC6C03A8E5154C057957D570447404076BB5E9A225354C0F71F990E9D4840401615713AC95554C0BF81C98D2249404077F17EDC7E5654C022895E46B14A4040CD4F711C785754C06C5D6A847E4A4040499EEBFB705754C01975ADBD4F4B4040D1798D5DA25854C0E8853B17464C404048641F64596254C0B1FD648C0F4140409DBCC804FC6254C04C6E14596B3E404019710168946154C0213CDA38623940400C3ECDC98B6254C02AFEEF880A354040FFB0A547536254C07116F6B4C33340409B58E02BBA5E54C010C8258E3C2A4040A0C1A6CEA35D54C0C4387F130A294040AF997CB3CD5B54C08202EFE4D31D4040A1815836735A54C0766B990CC7194040713AC956975954C00C03965CC50E4040170CAEB9A35854C019028063CF0C404098BA2BBB604C54C08C5DA27A6B1E40400070ECD9734954C09A3E3BE0BA1C4040,51,Effingham,12,20
0106000020E61000000100000001030000000100000022000000EC832C0B26B254C0A98427F4FAFB40405B9A5B21ACAD54C03D44A33B88FD40402499D53BDCAB54C0A0A86C5853FD40403C17467A51AA54C0802A6EDC62FE404078B5DC9909A954C0C382FB010FFC4040A587A1D5C9A754C00B7BDAE1AFFD40403C122F4FE7A454C0E09F5225CAFA4040F6251B0FB6A454C009DE904605FC40406971C63027A654C013F1D6F9B7014140298E03AF96A654C086048C2E6F044140A227655243AA54C0588CBAD6DE0D4140CAF8F71917AF54C0A0E1CD1ABC154140E54691B586AF54C0D1AE42CA4F1A41409354A69883B054C02DC55565DF1D4140069D103AE8B054C0AB2006BAF6234140E0B88C9B1AB254C05E622CD32F25414083BC1E4C8AB954C03A1E335019214140F1BBE9961DBD54C04D689258521C414083B872F6CEBD54C084F1D3B8371D4140758E01D9EBBE54C004CAA65CE11B4140FE9600FC53C054C0A85489B2B71E4140E814E46723C554C0ABB4C5353E1D41407120240B98C654C0728A8EE4F2154140B38EAA2688C454C08FE3874A23144140575EF23FF9C154C010070951BE0E4140F8C610001CC254C0A20C5531950C4140C70DBF9B6EC054C043DB3175570A4140EACA67791EBF54C0AC8C463EAF064140A48D23D6E2BC54C048FAB48AFE044140DD43C2F7FEBB54C0FBCA83F414014140594DD7135DBA54C0ACA8C1340C01414026AC8DB113B754C0A91611C5E4FD40409758198D7CB554C0685A626534FE4040EC832C0B26B254C0A98427F4FAFB4040,52,Elbert,5,9
0106000020E61000000100000001030000000100000028000000C40AB77C249A54C045D95BCAF92C4040D09B8A54189754C09C1A683EE7284040E08096AE609654C0F9A3A833F7244040406A1327F79154C02F9FAC18AE2440400A302C7FBE8E54C063F030ED9B2740407FBDC282FB8F54C0451152B7B32B4040DD3F16A2438C54C0406B7EFCA535404086200725CC8B54C0991249F4323C40404A46CEC29E8954C0B98C9B1A6842404049861C5BCF8554C0833463D174464040ABAB02B5188254C08A5242B0AA4440406BD44334BA8154C01CD3139678484040C669882AFC7F54C077137CD3F44D40401FD61BB5C28554C0772CB64945554040B56E83DA6F8954C03F58C6866E684040CD0358E4D78D54C0E89C9FE2386640409191B3B0A79454C0B6696CAF056B40405DA79196CA9754C0B859BC58186840407BC1A739799A54C032E719FB92674040570740DCD59A54C0F91400E3196640400088BB7A159A54C0E1E47E87A262404043C5387F139C54C0C5573B8A7360404087A8C29FE19C54C0DAFB54151A5C4040259529E620A054C0CC61F71DC3574040BF4692205C9E54C03DB83B6BB75140408BFCFA21369F54C04DF38E53745040406E4562821AA054C0FC19DEACC15140404F0306499FA154C0BD892139994E4040A321E3512AA654C0C32E8A1EF848404016A4198BA6A454C05051F52B9D43404010CEA78E55A554C0821C9430D342404098BED7101CA654C074B33F506E434040C7F319506FA654C0EBF82F100442404064B0E2546BA954C06F47382D78414040F99D2633DEA754C0CB086F0F424040404AEB6F09C0A254C0995DF75624404040213B6F63B39F54C0EF517FBDC23E404076A911FA999854C00D349F73B737404011ACAA97DF9854C076172829B0324040C40AB77C249A54C045D95BCAF92C4040,53,Emanuel,9,16
0106000020E6100000010000000103000000010000000F0000008BA548BE127154C0572426A8E10540401E1B81785D6D54C0DC645419C60B404010E84CDA547054C01DC87A6AF50D404059FB3BDBA37154C09C69C2F6931340405D52B5DD047354C0E257ACE1221940408E75711B0D7354C0D1AFAD9FFE1B40405B07077B137454C020D3DA34B61D4040575BB1BFEC7554C00B444FCAA41E40405D70067FBF7654C04B732B84D52040404D4C1762F57854C009A7052FFA224040849ECDAACF7D54C055A35703942240402FA699EE758154C036954561172340401F2E39EE947E54C0F27B9BFEEC09404007F01648507954C058FFE7305F0640408BA548BE127154C0572426A8E1054040,54,Evans,9,16
0106000020E6100000010000000103000000010000001D000000EAAF5758702755C01309A69A596D41403866D993C01A55C0973AC8EBC16C41402191B6F1271955C090A0F831E66A414067B45549641755C0D653ABAFAE6A4140AF946588631655C022E2E65432684140DC425722501555C0DD2230D6376841409FAA4203B11455C00E4240BE8466414087A2409FC81355C06DA983BC1E6641401C9AB2D30F1055C0EC134031B25A4140325706D5061055C0DAE6C6F484554140F16778B3060F55C0B329577897554140B4AB90F2930E55C048A7AE7C96534140EF1307D0EF0C55C07F30F0DC7B524140AF42CA4FAA0C55C04AD05FE8114F4140029EB470590C55C0B7B585E7A54C41408E01D9EBDD0955C043ACFE08C35241404603780B240655C0ADC266800B5C41408E959867250655C038639813B46541400B5C1E6B460855C096404AECDA644140B2D6506A2F0955C0F6251B0FB6664140A16AF46A800955C078D503E6216941404F948444DA0655C02DD1596611704140D478E926310855C0590D897B2C734140F7C8E6AA790B55C020D3DA34B6774140BE874B8E3B0B55C02AFD84B35B794140C8B260E28F0755C0E816BA12817E4140844A5CC7B81455C02EC901BB9A7E41404759BF99982755C0C8B260E28F7E4140EAAF5758702755C01309A69A596D4140,55,Fannin,1,1
0106000020E6100000010000000103000000010000001C000000247EC51A2E1F55C08C14CAC2D7A140400DC17119371B55C03430F2B226A2404087DC0C37E01A55C089EFC4AC17A54040DF162CD5051955C0A41CCC26C0A640406C0723F6091855C0D4B5F63E55A94040A051BAF42F1855C0255D33F966AD40407461A417B51855C0EE7893DFA2AF4040BA2F67B62B1855C04390831266B440400322C495B31855C056D11F9A79B4404040F9BB77D41855C02D78D15790B64040F7E80DF7911955C021CA17B490B6404083DC4598A21955C02C0FD253E4B8404066BCADF4DA1855C02B33A5F5B7B8404091EEE714E41855C02AC76471FFB94040D6E07D552E1855C0FA9AE5B2D1B94040290989B48D1855C0C8ED974F56BE40407FDFBF79711A55C04F00C5C892C1404038328FFCC11B55C0FC8A355CE4C64040B5DD04DF341D55C03BFBCA83F4C64040C58D5BCCCF2455C0FFE6C589AFC24040E08096AE602555C0909E228788C1404025917D90652655C09DF529C764C14040A8DF85ADD92655C05D6C5A2904C04040AC1BEF8E8C2755C0313F373465BD40405778978BF82655C08C2FDAE385B44040D7C39789222555C041CD902A8AAF40405A7F4B00FE2055C0F4FA93F8DCA94040247EC51A2E1F55C08C14CAC2D7A14040,56,Fayette,3,7
0106000020E6100000010000000103000000010000002000000005F86EF3C64255C0105CE509840D414058E1968FA44255C0BAD8B452081C4140E08618AF794155C02788BA0F401C4140D2FC31AD4D4155C0C30E63D2DF2B4140A3AF20CD584055C0FC1873D7122C41404E2157EA594055C0EC9E3C2CD4324140B60E0EF6264555C0F5D896016733414077D66EBBD04655C0975643E21E35414030849CF7FF4555C05E10919A76374140BBB9F8DB9E4655C011DC48D9223B4140AF415F7AFB4555C04EED0C535B3C4140E7C41EDAC74555C0C09481035A4441400C76C3B6454455C0519D0E643D45414063D17476324455C06E8B321B64484140431D56B8E54455C038143E5B0749414059897956D24455C0A3E716BA124B41408A8A389D644655C0E9F17B9BFE4A414042791F47734B55C0C8AD49B72538414011AAD4EC814F55C0CCD3B9A29434414046938B31B05055C0AB014A438D324140BC749318045655C076172829B02E41404AB3791C065855C02D095053CB2841405D34643C4A5855C00F0C207C28254140412B3064755D55C0412C9B39242541407A1B9B1DA95A55C0D811876C200B4140573F36C98F5055C0213D450E110B41408ECBB8A9815055C00B923EADA20D414094DE37BEF64955C03AE2900DA40D41408AC91B60E64955C072C5C551B90B414007B29E5A7D4755C0A376BF0AF00B41406C97361C964755C0C26C020CCB0D414005F86EF3C64255C0105CE509840D4140,57,Floyd,1,1
0106000020E6100000010000000103000000010000001000000095B6B8C6670755C012DE1E84800641408C868C47A90755C0BF9B6ED9210C414063D009A1830555C006F2ECF2AD134140E8A04B38F40355C025EB707495164140DB19A6B6D40255C032E4D87A86184140772CB64945FF54C00C06D7DCD119414099654F029BFD54C09C1A683EE71C414032772D211FFD54C03A7AFCDEA621414024CCB4FD2BFB54C0CB64389ECF2441408B89CDC7B5FD54C074982F2FC02A41400AA2EE03901055C01135D1E7A32A41404182E2C7981055C0ACAA97DF6918414091B932A8361055C09C6D6E4C4F0E4140768BC058DF0B55C050C6F8307B0B414091EEE714E40A55C0747973B85609414095B6B8C6670755C012DE1E8480064140,58,Forsyth,2,2
0106000020E61000000100000001030000000100000014000000F65E7CD11ED554C015FDA199271F41403A94A12AA6D254C050C58D5BCC2141400375CAA31BD054C0BB2BBB60701F41406ADAC534D3CA54C029AE2AFBAE1E4140B4571F0F7DC754C093DFA293A522414083161230BAC654C01155F833BC2341407213B534B7C554C05EBEF561BD2D4140BB26A43506C754C0412B3064752B414019E59997C3C554C0738577B9883541400294861A85C354C07768588CBA3E414040A4DFBE0EC554C0C82764E76D42414052B81E85EBC654C0CDCD37A27B4441407289230F44CB54C005357C0BEB3C41408B8862F206D854C0FAB0DEA8153C41400B76C3B645D954C0E3FC4D28443A414005C58F3177D854C0D50451F701364140CB129D6516D954C00B47904AB1294140261B0FB6D8D554C01EBE4C1421234140744694F606D654C0C9E9EBF99A214140F65E7CD11ED554C015FDA199271F4140,59,Franklin,2,2
0106000020E6100000010000000103000000010000002B000000465C001AA52955C0209738F2404A414090813CBB7C2955C0F39194F43046414051A39064562155C08690F3FE3F464140E1AE5E45462155C03CA1D79FC447414029745E63971F55C00E4B033FAA47414080D591239D1F55C08C9FC6BDF945414049ECDADE6E1E55C024ED461FF3454140E2395B40681E55C0E560360186474140B5A4A31CCC1D55C0834E081D74474140B37DC85BAE1D55C032E6AE25E44541405DA5BBEB6C1755C0D8666325E64541404A5AF10D851755C0EBABAB02B546414098C28366D71555C0959EE925C64641402DB308C5561555C05C1B2AC6F94741401041D5E8D51555C0D52478431A4941404BAFCDC64A1555C08F17D2E1214A4140C3A04CA3C91455C0912C6002B748414063B83A00E21355C0BF0F07095148414016F71F990E1055C0616F62484E484140471ADCD6161055C072E14048164C414068CBB914570E55C0D2A8C0C9364C4140AF42CA4FAA0C55C04AD05FE8114F4140EF1307D0EF0C55C07F30F0DC7B524140B4AB90F2930E55C048A7AE7C96534140F16778B3060F55C0B329577897554140325706D5061055C0DAE6C6F4845541401C9AB2D30F1055C0EC134031B25A414087A2409FC81355C06DA983BC1E6641409FAA4203B11455C00E4240BE84664140DC425722501555C0DD2230D637684140AF946588631655C022E2E6543268414067B45549641755C0D653ABAFAE6A41402191B6F1271955C090A0F831E66A41403866D993C01A55C0973AC8EBC16C4140EAAF5758702755C01309A69A596D414006854199462755C0A741D13C806B4140B208C556D02555C0FB95CE87676941400F7F4DD6A82555C0D3C08F6AD8674140E15E99B7EA2655C0548D5E0D506441406D8E739B702855C0D8D5E429AB634140B7955E9B8D2855C034BBEEAD48604140B79BE09BA62955C058535914765D4140465C001AA52955C0209738F2404A4140,61,Gilmer,1,1
0106000020E6100000010000000103000000010000000E000000C7444AB3799B54C08192020B60A440403ACB2C42B1A354C03F8C101E6DAA40405036E50AEFA654C06A183E22A6A840407C2AA73D25B054C0A8143B1A87A04040A01A2FDD24B054C07A8A1C226E9E4040E48233F8FBAE54C0D8F0F44A599A40405BCEA5B8AAAE54C0F4160FEF39964040C24D469561AD54C0F5824F73F294404012859675FFAC54C07D586FD40A934040EE409DF2E8AB54C05AB6D61709934040FE43FAEDEBA954C0AF08FEB7928F40408750A5660FA554C0BF44BC75FE8F404031CEDF8442A554C09355116E32964040C7444AB3799B54C08192020B60A44040,62,Glascock,7,13
0106000020E6100000010000000103000000010000001F000000BF0CC688446254C05693A7ACA6133F40AB5CA8FC6B5E54C0CA9D9960380B3F4037F581E49D6154C08656276728163F400C207C28D16154C0C66471FF91213F40D49E9273625854C07DACE0B721263F40191F662FDB5354C0DDB419A7213E3F4038D906EE405354C0506B9A779C463F40570A815CE25854C0C8D79E59124C3F40D1915CFE435954C02001A3CB9B433F40A8FE4124435A54C06E29E78BBD4F3F40B1A03028D35B54C0F65FE7A6CD503F40A585CB2A6C5C54C0634CFA7B29543F404147AB5AD26254C05437177FDB5F3F40289CDD5A266354C018E8DA17D0633F4067F16261886454C03424EEB1F4653F40BEC11726536654C0FC4B5299626E3F40E8DB82A5BA6654C087855AD3BC733F400723F609A06754C0348D261763743F40730E9E094D6A54C0554CA59F70663F40245E9ECE156C54C04A00FE2955663F40C2C073EFE16C54C0AA3FC23060613F4035ACA92C0A6C54C0AB72A1F2AF5D3F4019FED30D146E54C010902FA182533F40B62A89EC836E54C0CF66D5E76A4B3F406347E350BF6F54C05966118AAD443F403DCA880B407154C003594FADBE2A3F405C8E57207A6B54C0205F4205871F3F40F4FA93F8DC6854C09AD024B1A41C3F40016E162F166454C009C4EBFA051F3F40CB845FEAE76354C0BEA25BAFE9153F40BF0CC688446254C05693A7ACA6133F40,63,Glynn,12,20
0106000020E6100000010000000103000000010000002C00000090813CBB7C2955C0F39194F430464140465C001AA52955C0209738F2404A414040A19E3E022C55C08A1F63EE5A4A41403FFED2A23E2D55C00A2C8029034B41403BE0BA62462D55C08E8CD5E6FF4B4140EA1D6E87862E55C0180B43E4F44B41404CDC2A88812E55C0DBA50D87A54D4140D74B5304382D55C03ACB2C42B14D41402DD15966112F55C065A9F57EA34F4140B309302C7F3155C0307A6EA12B4D4140BC3E73D6A73655C0A41AF67B624D4140925A28999C3655C0969350FA424E4140A565A4DE533955C003AC55BB264E4140D097DEFE5C3A55C0223999B8555041407DCC07043A3B55C08F519E79394E4140FDBE7FF3E24255C0FB2477D8444E41407616BD53014355C097033DD4B64F414048E17A14AE4355C0D15966118A4F41409B5775560B4455C0058BC3995F4B414059897956D24455C0A3E716BA124B4140431D56B8E54455C038143E5B0749414063D17476324455C06E8B321B644841400C76C3B6454455C0519D0E643D454140E7C41EDAC74555C0C09481035A444140AF415F7AFB4555C04EED0C535B3C4140BBB9F8DB9E4655C011DC48D9223B414030849CF7FF4555C05E10919A7637414077D66EBBD04655C0975643E21E354140B60E0EF6264555C0F5D89601673341404E2157EA594055C0EC9E3C2CD4324140EA5C514A083F55C074232C2AE23241401C7DCC07043F55C0EB3BBF284131414083328D26173E55C0E620E8685531414040464085233E55C0F7B0170AD83241403E3A75E5B33C55C0EE04FBAF7331414073309B00C33B55C05E9CF86A47334140864D64E6022F55C04354E1CFF032414029B34126192F55C0207F69519F34414014C440D7BE2955C052F01472A53441405EF58079C82955C01135D1E7A33A4140B9533A58FF2855C08E226B0DA53A414012D90759162955C09CF86A47713C41404835ECF7C42955C00AA2EE03903C414090813CBB7C2955C0F39194F430464140,64,Gordon,1,1
0106000020E6100000010000000103000000010000000900000021ACC612D60455C01F9F909DB7AD3E4006F1811DFF0455C0FB1F60ADDADD3E40B471C45A7C0455C02B86AB0320E63E40BE8575E3DD0655C08277F2E9B1F53E409A94826E2F0755C0A6E7DD5850143F40F549EEB0891755C014E3FC4D28143F40FF7A8505F71755C011381268B0B13E40325706D5061255C03E575BB1BFB03E4021ACC612D60455C01F9F909DB7AD3E40,65,Grady,10,17
0106000020E6100000010000000103000000010000001D000000EAE5779ACCC054C0EE60C43E01BC4040B0A888D349BF54C092CA147310BE40408C7F9F71E1BE54C04AB4E4F1B4C04040728BF9B9A1C054C03F90BC7328CB4040B91457957DBF54C0B69F8CF161CC4040B5F97FD591BF54C0F25CDF8783D04040397EA83462BE54C06BD5AE0969CF4040C3F0113125BD54C0C74961DEE3D44040AEF02E17F1BF54C08C7F9F71E1D84040F1457BBC90C154C0DF6B088ECBD840406CB2463D44C354C0C4909C4CDCDA4040663387A416C754C0A7CD380D51D94040A46C91B41BD254C0916456EF70E1404037177FDB13D354C09DF6949C13DD4040187D0569C6D954C066D993C0E6D84040F5B6990AF1D554C0E867EA758BCC4040AC70CB4752D454C0BDAAB35A60C94040778192020BD154C060C77F8120C64040A034D42824D254C087FBC8AD49C14040301004C8D0D154C0D9E6C6F484BD404039F2406491D054C0766D6FB724BB4040E469F981ABD054C0D0436D1B46B940402A14E97E4ECF54C02E04392861B64040BFB9BF7ADCCE54C0EE0A7DB08CB34040840F255AF2CD54C08EEBDFF599B340405A9BC6F65ACE54C0A60EF27A30B14040CD77F01307CC54C0BABF7ADCB7B24040F4BF5C8B16CA54C0FE2B2B4D4AAD4040EAE5779ACCC054C0EE60C43E01BC4040,66,Greene,5,9
0106000020E61000000100000001030000000100000018000000014C1938A0FE54C04E4354E1CFE44040AD6708C72CF354C0026553AEF0F6404043554CA59FF354C054C4E9245BF9404072E1404816F454C0734BAB2171F940404A7CEE04FBF354C0A1D79FC4E7FA404057AEB7CD54F754C059C0046EDDFF4040B285200725F554C0BFD364C6DB0E4140EEB3CA4C69F654C012178046E90C4140E8A04B38F40355C025EB70749516414063D009A1830555C006F2ECF2AD1341408C868C47A90755C0BF9B6ED9210C414095B6B8C6670755C012DE1E84800641409B3DD00A0C0855C0A06EA0C03B054140144031B2640A55C03F53AF5B040441400A9A9658190C55C05DA626C11B004140A7AAD0402C0E55C03F1D8F19A800414047C49448A20F55C0ABB35A608FFF40400FB056ED9A1055C018CC5F2173FD40400E9E094D121155C00FED6305BFF94040AF97A608701055C0C4995FCD01F6404082A8FB00A40D55C0711FB935E9F04040CBBC55D7A10955C00612143FC6EC4040580394861A0255C030B95164ADDF4040014C1938A0FE54C04E4354E1CFE44040,67,Gwinnett,3,7
0106000020E6100000010000000103000000010000001F000000F89E91088DDD54C05FD04202463D4140D3A414747BD754C0E43098BF425441402158552FBFD554C015C440D7BE564140498446B071D654C0E0BC38F1D55A414048179B560AD954C014ECBFCE4D5D4140D21C59F965DA54C0977329AE2A5D41401B81785DBFDB54C0D9EA724A405E4140F1D58EE21CDD54C0289D4830D55C4140E738B709F7E054C05F5FEB52235C41408A34F10EF0E254C0E992718C645F4140E04735ECF7E354C04C361E6CB1634140CC99ED0A7DE654C0959EE925C66841401C7C613255E854C096438B6CE7674140C87DAB75E2E954C0873254C554684140AB5FE97C78EB54C013D4F02DAC654140261AA4E029EB54C08A1C226E4E6341406CCD565EF2E954C0CEE15AED616341408E78B29B19E854C0CF4A5AF10D61414054FEB5BC72E854C092CD55F31C5F4140EF5701BEDBE754C08D7F9F71E15C4140D784B4C6A0E954C0A3CC0699645441403B2EAA4544EA54C0EF3CF19C2D544140E811A3E716EA54C001DF6DDE3851414035E675C421E954C02F14B01D8C4E414077DB85E63AE854C0B1FD648C0F4541405281936DE0EA54C046425BCEA540414027DE019EB4E754C0BD344580D33741401B66683C11E654C030116F9D7F394140DB679599D2E454C0FA635A9BC63C41407349D57613E354C09B90D618743E4140F89E91088DDD54C05FD04202463D4140,68,Habersham,2,2
0106000020E6100000010000000103000000010000001B00000035ECF7C43AF454C038F8C264AA1041402E3718EAB0E754C08D2958E36C2641409085E81038E954C044A4A65D4C294140E770ADF6B0E954C09E42AED4B32C41408F662C9ACEEA54C00283A44FAB2E414058552FBFD3E954C03A799109F833414027DE019EB4E754C0BD344580D33741405281936DE0EA54C046425BCEA540414048FE60E0B9F154C099D18F865340414019ABCDFFABF154C085B1852007414140D3F71A82E3F254C04F7633A31F4141401C23D923D4F254C0FF56B26323404140D175E107E7F554C046718E3A3A40414086713788D6F554C045132862113F4140B3B27DC85BF854C0E2512AE1093D414012BC218D0AFE54C07C992842EA34414016A75A0BB3FE54C084F3A963952E41408B89CDC7B5FD54C074982F2FC02A414024CCB4FD2BFB54C0CB64389ECF24414032772D211FFD54C03A7AFCDEA621414099654F029BFD54C09C1A683EE71C4140772CB64945FF54C00C06D7DCD1194140DB19A6B6D40255C032E4D87A86184140E8A04B38F40355C025EB707495164140EEB3CA4C69F654C012178046E90C4140B285200725F554C0BFD364C6DB0E414035ECF7C43AF454C038F8C264AA104140,69,Hall,2,2
